/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q3.py
floats only print 4.4f



tempo / 2 :


Cha Cha
id =  489 : gt = 124 , t1 = 127.8876 , t2 = 128.5401 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  355 : gt = 180 , t1 =  62.6591 , t2 =  63.0913 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  356 : gt = 180 , t1 =  19.0138 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  357 : gt = 180 , t1 =  41.0525 , t2 =  41.4847 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  358 : gt = 180 , t1 =  19.0138 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  359 : gt = 180 , t1 =  18.5817 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  360 : gt = 180 , t1 =  60.0664 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  361 : gt = 180 , t1 =  61.7949 , t2 =  62.6591 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  362 : gt = 180 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  363 : gt = 180 , t1 =  61.7949 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  364 : gt = 177 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  365 : gt = 180 , t1 =  61.7949 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  366 : gt = 180 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  367 : gt = 180 , t1 =  19.0138 , t2 =  61.3627 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  368 : gt = 180 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  369 : gt = 180 , t1 =  19.0138 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  370 : gt = 180 , t1 =  19.4459 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  371 : gt = 180 , t1 =  61.7949 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  372 : gt = 180 , t1 =  61.3627 , t2 =  61.7949 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  373 : gt = 174 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  374 : gt = 177 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  375 : gt = 177 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  376 : gt = 177 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  377 : gt = 177 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  378 : gt = 177 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  379 : gt = 177 , t1 =  60.9306 , t2 =  61.3627 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  380 : gt = 177 , t1 =  19.8781 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  381 : gt = 174 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  382 : gt = 177 , t1 =  19.4459 , t2 =  60.9306 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  383 : gt = 177 , t1 =  19.4459 , t2 =  20.7423 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  384 : gt = 177 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  385 : gt = 177 , t1 =  19.0138 , t2 =  60.9306 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  386 : gt = 177 , t1 =  60.4985 , t2 =  60.9306 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  387 : gt = 174 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  388 : gt = 177 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  389 : gt = 174 , t1 =  19.4459 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  390 : gt = 177 , t1 =  60.4985 , t2 =  60.9306 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  391 : gt = 177 , t1 =  60.4639 , t2 =  60.8989 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  392 : gt = 180 , t1 =  19.2008 , t2 =  20.0736 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  393 : gt = 180 , t1 =  20.7085 , t2 =  21.1491 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  394 : gt = 180 , t1 =  20.0096 , t2 =  41.3242 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  395 : gt = 180 , t1 =  19.1396 , t2 =  62.6388 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  396 : gt = 174 , t1 =  59.5939 , t2 =  60.0289 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  397 : gt = 174 , t1 =  19.5746 , t2 =  40.0193 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  398 : gt = 180 , t1 =  19.6372 , t2 =  20.0736 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  399 : gt = 180 , t1 =  40.8892 , t2 =  41.3242 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  400 : gt = 180 , t1 =  62.3097 , t2 =  62.7454 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  401 : gt = 174 , t1 =  19.6079 , t2 =  20.0437 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  402 : gt = 177 , t1 =  19.1722 , t2 =  19.6079 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Slow Waltz
id =  228 : gt =  87 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  229 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  230 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  231 : gt =  87 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  232 : gt =  87 , t1 =  18.5817 , t2 =  28.0886 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  233 : gt =  84 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  234 : gt =  84 , t1 =  57.0414 , t2 =  57.4736 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  235 : gt =  84 , t1 =  19.0138 , t2 =  30.2492 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  236 : gt =  87 , t1 =  19.4459 , t2 =  30.2492 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  237 : gt =  87 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  238 : gt =  87 , t1 =  19.0138 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  239 : gt =  87 , t1 =  18.5817 , t2 =  30.2492 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  240 : gt =  87 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  241 : gt =  84 , t1 =  18.5817 , t2 =  48.8309 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  242 : gt =  87 , t1 =  19.0138 , t2 =  27.6564 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  243 : gt =  87 , t1 =  19.0138 , t2 =  20.3102 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  244 : gt =  87 , t1 =  19.0138 , t2 =  29.3850 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  245 : gt =  87 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  246 : gt =  87 , t1 =  19.4459 , t2 =  28.9528 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  247 : gt =  87 , t1 =  19.0138 , t2 =  29.8171 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  248 : gt =  87 , t1 =  18.5817 , t2 =  30.6814 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  249 : gt =  87 , t1 =  29.8171 , t2 =  30.2492 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  250 : gt =  87 , t1 =  19.0138 , t2 =  30.6814 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  251 : gt =  87 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  252 : gt =  87 , t1 =  19.0138 , t2 =  29.8171 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  253 : gt =  87 , t1 =  18.5817 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  254 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  255 : gt =  84 , t1 =  19.0138 , t2 =  57.4736 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  256 : gt =  87 , t1 =  18.5817 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  257 : gt =  87 , t1 =  19.0138 , t2 =  24.1994 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  258 : gt =  84 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  259 : gt =  81 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  260 : gt =  87 , t1 =  19.0138 , t2 =  28.9528 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  261 : gt =  87 , t1 =  19.4459 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  262 : gt =  87 , t1 =  59.2021 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  263 : gt =  87 , t1 =  18.5817 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  264 : gt =  87 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  265 : gt =  84 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  266 : gt =  84 , t1 =  19.0138 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  267 : gt =  84 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  268 : gt =  84 , t1 =  57.9057 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  269 : gt =  84 , t1 =  19.0138 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  270 : gt =  84 , t1 =  28.0886 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  271 : gt =  84 , t1 =  20.3102 , t2 =  22.9030 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  272 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  273 : gt =  84 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  274 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  275 : gt =  84 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  276 : gt =  87 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  277 : gt =  87 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  278 : gt =  84 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  279 : gt =  84 , t1 =  19.0138 , t2 =  20.7423 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  280 : gt =  87 , t1 =  19.0138 , t2 =  21.1745 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  281 : gt =  84 , t1 =  28.5207 , t2 =  28.9528 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  282 : gt =  87 , t1 =  58.3378 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  283 : gt =  87 , t1 =  57.4736 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  284 : gt =  87 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  285 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  286 : gt =  84 , t1 =  18.1495 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  287 : gt =  84 , t1 =  57.9057 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  288 : gt =  87 , t1 =  19.8781 , t2 =  30.6814 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  289 : gt =  87 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  290 : gt =  87 , t1 =  19.0138 , t2 =  28.0886 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  291 : gt =  84 , t1 =  18.5817 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  292 : gt =  87 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  293 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  294 : gt =  87 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  295 : gt =  84 , t1 =  27.6564 , t2 =  57.9057 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  296 : gt =  87 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  297 : gt =  87 , t1 =  29.8171 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  298 : gt =  87 , t1 =  19.0138 , t2 =  31.1135 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  299 : gt =  87 , t1 =  19.0138 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  300 : gt =  87 , t1 =  19.4459 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  301 : gt =  84 , t1 =  19.0138 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  302 : gt =  84 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  303 : gt =  84 , t1 =  19.1396 , t2 =  19.5746 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  304 : gt =  87 , t1 =  19.2008 , t2 =  61.0935 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  305 : gt =  90 , t1 =  29.2376 , t2 =  51.0567 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  306 : gt =  87 , t1 =  19.2008 , t2 =  19.6372 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  307 : gt =  84 , t1 =  23.6402 , t2 =  31.9580 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  308 : gt =  90 , t1 =  19.2008 , t2 =  41.4563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  309 : gt =  84 , t1 =  19.1396 , t2 =  28.7095 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  310 : gt =  84 , t1 =  18.7047 , t2 =  19.1396 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  311 : gt =  84 , t1 =  19.1396 , t2 =  28.7095 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  312 : gt =  84 , t1 =  18.7047 , t2 =  19.1396 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  313 : gt =  84 , t1 =  29.5795 , t2 =  30.0144 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  314 : gt =  84 , t1 =  18.7047 , t2 =  19.1396 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  315 : gt =  84 , t1 =  18.7047 , t2 =  19.1396 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  316 : gt =  84 , t1 =  54.5477 , t2 =  57.6024 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  317 : gt =  84 , t1 =  19.1396 , t2 =  28.2745 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  318 : gt =  91 , t1 =  18.7808 , t2 =  20.0613 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  319 : gt =  90 , t1 =  90.0624 , t2 =  90.4893 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  320 : gt =  84 , t1 =  19.2076 , t2 =  26.8907 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  321 : gt =  94 , t1 =  29.0249 , t2 =  29.4517 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  322 : gt =  72 , t1 =  18.7808 , t2 =  26.0370 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  323 : gt =  86 , t1 =  18.7808 , t2 =  19.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  324 : gt =  87 , t1 =  19.4459 , t2 =  22.9030 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  325 : gt =  87 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  326 : gt =  87 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  327 : gt =  87 , t1 =  29.8171 , t2 =  39.3240 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  328 : gt =  87 , t1 =  19.1722 , t2 =  21.7866 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  329 : gt =  87 , t1 =  25.2725 , t2 = 116.7762 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  330 : gt =  87 , t1 =  19.2614 , t2 =  30.6431 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  331 : gt =  87 , t1 =  19.1722 , t2 =  19.6079 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  332 : gt =  80 , t1 =  18.7808 , t2 =  60.1839 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  333 : gt =  96 , t1 =  18.7808 , t2 =  19.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  334 : gt =  94 , t1 =  19.2076 , t2 =  19.6345 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  335 : gt =  60 , t1 =  18.3540 , t2 =  18.7808 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  336 : gt =  88 , t1 =  18.3540 , t2 =  18.7808 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  337 : gt = 112 , t1 =  23.4760 , t2 =  37.1347 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0091 alotc = 0.0091 

.
        Cha Cha : avg.P-score = 0.0000 , avg.ALOTC = 0.0
           Jive : avg.P-score = 0.0000 , avg.ALOTC = 0.0
      Quickstep : avg.P-score = 0.0000 , avg.ALOTC = 0.0
          Rumba : avg.P-score = 0.0000 , avg.ALOTC = 0.0
          Samba : avg.P-score = 0.0000 , avg.ALOTC = 0.0
          Tango : avg.P-score = 0.0000 , avg.ALOTC = 0.0
 Viennese Waltz : avg.P-score = 0.0000 , avg.ALOTC = 0.0
     Slow Waltz : avg.P-score = 0.0091 , avg.ALOTC = 0.00909090909090909



tempo / 4 :


Cha Cha
id =  489 : gt = 124 , t1 =  63.9438 , t2 =  64.2701 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  490 : gt = 136 , t1 =  67.3497 , t2 =  67.6659 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  491 : gt = 123 , t1 =  62.2270 , t2 =  62.5511 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  492 : gt = 124 , t1 =  62.5511 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  493 : gt = 124 , t1 =  47.3185 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  494 : gt = 124 , t1 =  14.5983 , t2 =  62.5186 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  495 : gt = 124 , t1 =  32.0858 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  496 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  497 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  498 : gt = 124 , t1 =  14.5845 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  499 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  500 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  501 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  502 : gt = 124 , t1 =  62.5186 , t2 =  63.1533 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  503 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  504 : gt = 124 , t1 =  15.5568 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  505 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  506 : gt = 124 , t1 =  61.5788 , t2 =  61.9029 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  507 : gt = 124 , t1 =  59.6342 , t2 =  59.9583 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  508 : gt = 124 , t1 =  57.6896 , t2 =  58.0137 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  509 : gt = 124 , t1 =  62.2270 , t2 =  63.1993 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  510 : gt = 124 , t1 =  63.8475 , t2 =  64.4957 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  511 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  512 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  513 : gt = 116 , t1 =  59.9583 , t2 =  60.2824 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  514 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  515 : gt = 124 , t1 =  62.8752 , t2 =  63.1993 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  516 : gt = 124 , t1 =  64.1716 , t2 =  64.4957 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  517 : gt = 108 , t1 =  56.0691 , t2 =  56.3932 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  518 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  519 : gt = 124 , t1 =  14.9086 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  520 : gt = 124 , t1 =  61.5788 , t2 =  61.9029 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  521 : gt = 120 , t1 =  61.2547 , t2 =  61.5788 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  522 : gt = 112 , t1 =  29.4930 , t2 =  29.8171 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  523 : gt = 124 , t1 =  13.9363 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  524 : gt = 124 , t1 =  14.2604 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  525 : gt = 124 , t1 =  14.2604 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  526 : gt = 116 , t1 =  14.2604 , t2 =  59.9583 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  527 : gt = 108 , t1 =  55.4209 , t2 =  55.7450 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  528 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  529 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  530 : gt = 124 , t1 =  64.1716 , t2 =  64.4957 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  531 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  532 : gt = 100 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  533 : gt = 116 , t1 =  60.2824 , t2 =  60.6065 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  534 : gt = 124 , t1 =  64.8198 , t2 =  65.1439 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  535 : gt = 128 , t1 =  14.2604 , t2 =  65.4680 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  536 : gt = 124 , t1 =  29.1689 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  537 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  538 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  539 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  540 : gt = 124 , t1 =  63.8475 , t2 =  64.8198 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  541 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  542 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  543 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  544 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  545 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  546 : gt = 116 , t1 =  58.9860 , t2 =  59.3101 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  547 : gt = 124 , t1 =  30.7894 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  548 : gt = 124 , t1 =  63.5234 , t2 =  63.8475 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  549 : gt = 124 , t1 =  63.8475 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
