tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 =  61.5234 , t2 =123.0469 . P-score = 0.3539 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4962 , t2/gt = 0.9923
id = 371 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 372 , gt =180 , t1 =  29.7010 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7059 , t1/gt = 0.1650 , t2/gt = 0.2815
id = 373 , gt =174 , t1 =  45.3331 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1176 , t1/gt = 0.2605 , t2/gt = 0.2912
id = 374 , gt =177 , t1 =  29.7010 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.1678 , t2/gt = 0.2317
id = 375 , gt =177 , t1 =  39.1513 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 0.2212 , t2/gt = 0.2561
id = 376 , gt =177 , t1 =  45.3331 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 0.2561 , t2/gt = 0.2703
id = 377 , gt =177 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.2212 , t2/gt = 0.3244
id = 378 , gt =177 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2212 , t2/gt = 0.2317
id = 379 , gt =177 , t1 =  29.7010 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.1678 , t2/gt = 0.2212
id = 380 , gt =177 , t1 =  29.7010 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.1678 , t2/gt = 0.2433
id = 381 , gt =174 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.3094 , t2/gt = 0.3300
id = 382 , gt =177 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1678 , t2/gt = 0.3244
id = 383 , gt =177 , t1 =  29.7010 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.1678 , t2/gt = 0.2212
id = 384 , gt =177 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.2212 , t2/gt = 0.3244
id = 385 , gt =177 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.2212 , t2/gt = 0.3244
id = 386 , gt =177 , t1 =  29.7010 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.1678 , t2/gt = 0.2212
id = 387 , gt =174 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.2250 , t2/gt = 0.3300
id = 388 , gt =177 , t1 =  30.7617 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7500 , t1/gt = 0.1738 , t2/gt = 0.3041
id = 389 , gt =174 , t1 =  39.1513 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 0.2250 , t2/gt = 0.3094
id = 390 , gt =177 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1678 , t2/gt = 0.3244
id = 391 , gt =177 , t1 =  41.0156 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.2317 , t2/gt = 0.3041
id = 392 , gt =180 , t1 =  30.7617 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1709 , t2/gt = 0.3190
id = 393 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 394 , gt =180 , t1 =  30.7617 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5556 , t1/gt = 0.1709 , t2/gt = 0.2658
id = 395 , gt =180 , t1 =  33.1280 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1818 , t1/gt = 0.1840 , t2/gt = 0.2175
id = 396 , gt =174 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.2250 , t2/gt = 0.3300
id = 397 , gt =174 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.2152 , t2/gt = 0.2250
id = 398 , gt =180 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.2175 , t2/gt = 0.3190
id = 399 , gt =180 , t1 =  35.8887 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0909 , t1/gt = 0.1994 , t2/gt = 0.2175
id = 400 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 401 , gt =174 , t1 =  50.6664 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1333 , t1/gt = 0.2912 , t2/gt = 0.3300
id = 402 , gt =177 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2212 , t2/gt = 0.2317
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Viennese Waltz : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.3613
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.2026
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.2693
Slow Waltz
id = 228 , gt = 87 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.4714 , t2/gt = 0.5211
id = 229 , gt = 87 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4500 , t2/gt = 0.4950
id = 230 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 231 , gt = 87 , t1 =  29.7010 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8125 , t1/gt = 0.3414 , t2/gt = 0.6188
id = 232 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 233 , gt = 84 , t1 =  39.1513 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 0.4661 , t2/gt = 0.6409
id = 234 , gt = 84 , t1 =  27.7848 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9375 , t1/gt = 0.3308 , t2/gt = 0.6409
id = 235 , gt = 84 , t1 =  28.7109 , t2 = 37.4490 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3043 , t1/gt = 0.3418 , t2/gt = 0.4458
id = 236 , gt = 87 , t1 =  37.4490 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 0.4304 , t2/gt = 0.4714
id = 237 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 238 , gt = 87 , t1 =  35.8887 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 0.4125 , t2/gt = 0.4950
id = 239 , gt = 87 , t1 =  28.7109 , t2 = 29.7010 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.3300 , t2/gt = 0.3414
id = 240 , gt = 87 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.3414 , t2/gt = 0.6600
id = 241 , gt = 84 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4661 , t2/gt = 0.5127
id = 242 , gt = 87 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.4714 , t2/gt = 0.5211
id = 243 , gt = 87 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.3300 , t2/gt = 0.4950
id = 244 , gt = 87 , t1 =  28.7109 , t2 = 29.7010 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.3300 , t2/gt = 0.3414
id = 245 , gt = 87 , t1 =  28.7109 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4286 , t1/gt = 0.3300 , t2/gt = 0.4714
id = 246 , gt = 87 , t1 =  43.0664 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1111 , t1/gt = 0.4950 , t2/gt = 0.5500
id = 247 , gt = 87 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4500 , t2/gt = 0.4950
id = 248 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 249 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 250 , gt = 87 , t1 =  29.7010 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7059 , t1/gt = 0.3414 , t2/gt = 0.5824
id = 251 , gt = 87 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.4304 , t2/gt = 0.4500
id = 252 , gt = 87 , t1 =  29.7010 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.3414 , t2/gt = 0.4950
id = 253 , gt = 87 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4500 , t2/gt = 0.4714
id = 254 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 255 , gt = 84 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6409 , t2/gt = 0.6836
id = 256 , gt = 87 , t1 =  29.7010 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.3414 , t2/gt = 0.4714
id = 257 , gt = 87 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.4950 , t2/gt = 0.5211
id = 258 , gt = 84 , t1 =  37.4490 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1500 , t1/gt = 0.4458 , t2/gt = 0.5127
id = 259 , gt = 81 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.5064 , t2/gt = 0.5317
id = 260 , gt = 87 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4500 , t2/gt = 0.4714
id = 261 , gt = 87 , t1 =  28.7109 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3300 , t2/gt = 0.6600
id = 262 , gt = 87 , t1 =  43.0664 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.4950 , t2/gt = 0.6600
id = 263 , gt = 87 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4500 , t2/gt = 0.4714
id = 264 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 265 , gt = 84 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4661 , t2/gt = 0.5127
id = 266 , gt = 84 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4661 , t2/gt = 0.4883
id = 267 , gt = 84 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4883 , t2/gt = 0.5127
id = 268 , gt = 84 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6409 , t2/gt = 0.6836
id = 269 , gt = 84 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4883 , t2/gt = 0.5127
id = 270 , gt = 84 , t1 =  41.0156 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2353 , t1/gt = 0.4883 , t2/gt = 0.6032
id = 271 , gt = 84 , t1 =  45.3331 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 0.5397 , t2/gt = 0.5697
id = 272 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 273 , gt = 84 , t1 =  27.7848 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.3308 , t2/gt = 0.4883
id = 274 , gt = 87 , t1 =  28.7109 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3300 , t2/gt = 0.6600
id = 275 , gt = 84 , t1 =  41.0156 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.4883 , t2/gt = 0.6409
id = 276 , gt = 87 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4500 , t2/gt = 0.4714
id = 277 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 278 , gt = 84 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4661 , t2/gt = 0.4883
id = 279 , gt = 84 , t1 =  37.4490 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4375 , t1/gt = 0.4458 , t2/gt = 0.6409
id = 280 , gt = 87 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.4500 , t2/gt = 0.6600
id = 281 , gt = 84 , t1 =  27.7848 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.3308 , t2/gt = 0.4883
id = 282 , gt = 87 , t1 =  50.6664 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0625 , t1/gt = 0.5824 , t2/gt = 0.6188
id = 283 , gt = 87 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6188 , t2/gt = 0.6600
id = 284 , gt = 87 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.4304 , t2/gt = 0.4500
id = 285 , gt = 87 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.4714 , t2/gt = 0.5211
id = 286 , gt = 84 , t1 =  27.7848 , t2 = 28.7109 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0333 , t1/gt = 0.3308 , t2/gt = 0.3418
id = 287 , gt = 84 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6409 , t2/gt = 0.6836
id = 288 , gt = 87 , t1 =  30.7617 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.3536 , t2/gt = 0.4950
id = 289 , gt = 87 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6188 , t2/gt = 0.6600
id = 290 , gt = 87 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.3300 , t2/gt = 0.4950
id = 291 , gt = 84 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.4458 , t2/gt = 0.4661
id = 292 , gt = 87 , t1 =  39.1513 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.4500 , t2/gt = 0.6600
id = 293 , gt = 87 , t1 =  37.4490 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1500 , t1/gt = 0.4304 , t2/gt = 0.4950
id = 294 , gt = 87 , t1 =  28.7109 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3300 , t2/gt = 0.6600
id = 295 , gt = 84 , t1 =  27.7848 , t2 = 28.7109 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0333 , t1/gt = 0.3308 , t2/gt = 0.3418
id = 296 , gt = 87 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4714 , t2/gt = 0.4950
id = 297 , gt = 87 , t1 =  28.7109 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3300 , t2/gt = 0.6600
id = 298 , gt = 87 , t1 =  43.0664 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.4950 , t2/gt = 0.6600
id = 299 , gt = 87 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6188 , t2/gt = 0.6600
id = 300 , gt = 87 , t1 =  41.0156 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.4714 , t2/gt = 0.6600
id = 301 , gt = 84 , t1 =  27.7848 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9375 , t1/gt = 0.3308 , t2/gt = 0.6409
id = 302 , gt = 84 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4883 , t2/gt = 0.5127
id = 303 , gt = 84 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.4883 , t2/gt = 0.5127
id = 304 , gt = 87 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4500 , t2/gt = 0.4714
id = 305 , gt = 90 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.3300 , t2/gt = 0.6380
id = 306 , gt = 87 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4500 , t2/gt = 0.4950
id = 307 , gt = 84 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.4458 , t2/gt = 0.4661
id = 308 , gt = 90 , t1 =  41.0156 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.4557 , t2/gt = 0.6380
id = 309 , gt = 84 , t1 =  27.7848 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5500 , t1/gt = 0.3308 , t2/gt = 0.5127
id = 310 , gt = 84 , t1 =  50.6664 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1333 , t1/gt = 0.6032 , t2/gt = 0.6836
id = 311 , gt = 84 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6409 , t2/gt = 0.6836
id = 312 , gt = 84 , t1 =  47.8516 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 0.5697 , t2/gt = 0.6836
id = 313 , gt = 84 , t1 =  29.7010 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.3536 , t2/gt = 0.4661
id = 314 , gt = 84 , t1 =  43.0664 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 0.5127 , t2/gt = 0.6409
id = 315 , gt = 84 , t1 =  27.7848 , t2 = 37.4490 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3478 , t1/gt = 0.3308 , t2/gt = 0.4458
id = 316 , gt = 84 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.6409 , t2/gt = 0.6836
id = 317 , gt = 84 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.3536 , t2/gt = 0.6836
id = 318 , gt = 91 , t1 =  29.7010 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 0.3264 , t2/gt = 0.4982
id = 319 , gt = 90 , t1 =  29.7010 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.3300 , t2/gt = 0.4785
id = 320 , gt = 84 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.4883 , t2/gt = 0.5397
id = 321 , gt = 94 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4165 , t2/gt = 0.4582
id = 322 , gt = 72 , t1 =  47.8516 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 0.6646 , t2/gt = 0.7037
id = 323 , gt = 86 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4552 , t2/gt = 0.4769
id = 324 , gt = 87 , t1 =  26.9165 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.1333 , t1/gt = 0.3094 , t2/gt = 0.6600
id = 325 , gt = 87 , t1 =  41.0156 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1667 , t1/gt = 0.4714 , t2/gt = 0.5500
id = 326 , gt = 87 , t1 =  28.7109 , t2 = 29.7010 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.3300 , t2/gt = 0.3414
id = 327 , gt = 87 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4500 , t2/gt = 0.4714
id = 328 , gt = 87 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4500 , t2/gt = 0.4950
id = 329 , gt = 87 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.4714 , t2/gt = 0.5211
id = 330 , gt = 87 , t1 =  29.7010 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.3414 , t2/gt = 0.4714
id = 331 , gt = 87 , t1 =  45.3331 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2667 , t1/gt = 0.5211 , t2/gt = 0.6600
id = 332 , gt = 80 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4894 , t2/gt = 0.5127
id = 333 , gt = 96 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4078 , t2/gt = 0.4486
id = 334 , gt = 94 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.4165 , t2/gt = 0.4582
id = 335 , gt = 60 , t1 =  37.4490 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 0.6242 , t2/gt = 0.6836
id = 336 , gt = 88 , t1 =  37.4490 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5333 , t1/gt = 0.4256 , t2/gt = 0.6525
id = 337 , gt =112 , t1 =  35.8887 , t2 = 37.4490 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 0.3204 , t2/gt = 0.3344
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Slow Waltz : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.2522
